##########
# 2016-11-15 10:09:08.468432168 +0100 CET Data Acquisition
# Acquisition name: event
# Acquisition num: 3
# Accelerometer full scale: 2
# Gyroscope full scale: 250
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;1788;0.052246;-0.016846;1.029297;0.641221;-2.274809;0.213740
1;3537;0.053223;-0.020264;1.031738;0.946565;-2.000000;0.183206
2;5715;0.051514;-0.020996;1.025391;0.908397;-1.557252;0.038168
3;7441;0.052734;-0.019531;1.034180;0.816794;-1.610687;-0.190840
4;9577;0.050049;-0.018066;1.030762;1.320611;-1.595420;-0.076336
5;11315;0.053711;-0.020020;1.029785;0.992366;-1.496183;-0.587786
6;13316;0.050781;-0.016602;1.036621;0.717557;-1.091603;-0.450382
7;15044;0.050293;-0.020020;1.031006;0.396947;-1.274809;-0.328244
8;17181;0.049805;-0.018066;1.033203;0.267176;-1.503817;-0.541985
9;18920;0.047607;-0.023193;1.037109;0.053435;-1.167939;-0.816794
10;20957;0.048584;-0.019043;1.032959;-0.290076;-1.503817;-0.793893
11;22684;0.052246;-0.020508;1.036133;-0.305344;-1.801527;-0.595420
12;24750;0.052002;-0.024414;1.032471;-0.419847;-1.007634;-0.832061
13;26484;0.054932;-0.025391;1.039795;-0.465649;-1.007634;-1.061069
14;28492;0.047607;-0.024658;1.032715;-0.587786;-0.885496;-0.610687
15;30232;0.050293;-0.023926;1.036133;-0.809160;-0.358779;-0.595420
16;32226;0.050293;-0.022217;1.037598;-1.427481;-0.480916;-0.732824
17;33940;0.049072;-0.022949;1.029785;-1.496183;-0.183206;-0.740458
18;36055;0.052734;-0.024414;1.036621;-1.641221;0.091603;-0.847328
19;37767;0.048828;-0.027100;1.026855;-1.786260;-0.076336;-0.824427
20;39796;0.051758;-0.028320;1.031006;-1.473282;-0.091603;-0.893130
21;41545;0.056152;-0.027100;1.032715;-1.610687;0.053435;-0.526718
22;43616;0.051025;-0.026367;1.028076;-1.664122;0.030534;-0.694656
23;45342;0.053223;-0.028564;1.031982;-1.480916;-0.038168;-0.671756
24;47332;0.053467;-0.031982;1.030273;-1.435115;-0.175573;-0.610687
25;49119;0.051514;-0.031250;1.030029;-1.358779;-0.610687;-0.458015
26;51336;0.053467;-0.029785;1.026611;-1.572519;-0.435115;-0.389313
27;53076;0.050781;-0.029541;1.031494;-1.305344;-0.450382;-0.427481
28;55159;0.052979;-0.028320;1.030518;-1.229008;-0.587786;-0.229008
29;56894;0.055176;-0.031982;1.032959;-1.145038;-0.793893;0.030534
30;58901;0.056396;-0.032227;1.035156;-0.916031;-0.778626;0.320611
31;60638;0.057861;-0.031250;1.035400;-0.832061;-1.175573;0.259542
32;62720;0.056396;-0.027100;1.037598;-1.007634;-0.778626;0.473282
33;64454;0.056152;-0.032227;1.028320;-0.755725;-0.740458;0.793893
34;66532;0.054199;-0.034668;1.035156;-1.076336;-0.656489;0.603053
35;68256;0.051758;-0.031738;1.031982;-1.152672;-0.511450;0.580153
36;70359;0.052246;-0.029541;1.031738;-1.381679;-0.526718;0.595420
37;72097;0.057617;-0.030762;1.033203;-1.381679;-0.274809;0.641221
38;74177;0.055176;-0.032227;1.039062;-1.396947;0.068702;0.488550
39;75903;0.052979;-0.029541;1.027100;-1.740458;0.419847;0.748092
40;77889;0.051758;-0.025146;1.032715;-1.893130;-0.160305;1.000000
41;79677;0.053955;-0.028809;1.024902;-1.694656;0.282443;0.709924
42;81826;0.050781;-0.033203;1.026611;-1.442748;0.145038;0.824427
43;83553;0.056396;-0.031494;1.032227;-1.847328;0.259542;0.725191
44;85547;0.055664;-0.028564;1.030762;-1.862595;0.572519;1.030534
45;87276;0.057373;-0.030273;1.028564;-1.694656;0.801527;1.183206
